fiction1,classics3,cartoons5,legends6,philosophy7,religion8,psychology9,linguistics10,art12,music14,facsimile17,history19,conthist20,economy21,politics22,science23,compsci26,railroads27,maps30,travelguides31,health35,cooking36,learning37,GamesRiddles38,sports39,hobby40,nature41,encyclopaedia44,videos50,nonbooks99
0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,3,2,0,1,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,0,0,0,2,0,0,0,0,0,0,13,7,0,0,0,0,0,0,1,7,0,1,0,0,0,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,2,0,0,1,0,0,0,1,1,10,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
0,0,1,0,0,0,0,0,0,3,0,6,9,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,0,2,0,0,2,1,0,0,3,1,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,2
0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,8,0,0,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,1,6,2,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0
7,6,2,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,18,19,15,2,0,0,9,4,0,0,0
0,0,2,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,1,0,24,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,3,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,1,0
1,0,0,1,4,1,0,0,0,4,0,5,8,0,0,1,0,0,0,1,8,0,1,0,0,1,0,0,2,1
0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0,11,0,7,7,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2,1,0,0,1,3,0,1,0,2,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,1,2,0,0,0,0,3,0,1,0,1
0,1,0,0,0,5,0,0,0,3,0,10,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0
1,0,0,0,0,1,0,0,2,4,0,9,11,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,0
1,2,4,0,6,11,0,3,2,19,0,16,8,1,0,2,2,0,1,10,19,5,9,0,0,3,1,2,0,0
0,0,0,1,1,0,0,0,0,0,0,6,24,3,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0
0,0,0,0,0,4,0,2,1,1,0,8,95,0,0,0,1,0,0,3,9,0,1,0,0,7,1,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,1
6,0,1,2,0,0,0,0,1,0,0,5,1,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0
0,1,1,0,0,0,0,1,1,6,0,10,23,0,0,0,1,9,2,16,13,0,0,0,0,1,0,2,0,2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,5,0,0,1,0,0,0,4,0,3,1,0,0,0,0,2,0,2,0,0,0,0,0,2,3,3,0,0
4,0,1,1,2,30,1,3,0,20,0,46,12,1,0,6,0,0,0,11,14,3,1,0,0,3,0,2,5,0
1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,2,0,0,11,4,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,2,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,23,0,0,0,0,0,0,1,0,1
0,0,0,0,0,9,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1,1,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,3,0,0,3,14,2,8,1,0,0,3,0,0,1,3,2,0,0,0,0,1,2,5,1,2
3,0,1,0,0,1,0,0,2,3,0,38,36,0,0,1,0,2,1,10,1,0,2,0,0,2,0,1,7,0
0,0,0,0,0,2,0,0,7,5,0,2,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,1,1,1
2,1,0,0,0,4,0,0,0,9,1,6,7,0,0,1,0,0,0,2,3,0,0,0,0,4,1,0,0,0
1,1,0,0,1,0,0,1,3,13,0,5,8,0,0,3,0,0,0,1,0,0,1,1,0,3,6,2,1,0
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,3,0,0,9,0,3,1,3,0,6,7,2,0,2,0,0,0,5,11,1,1,0,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
4,0,3,0,4,3,0,0,0,3,0,2,3,0,0,1,0,1,0,2,4,1,0,0,0,1,2,1,0,0
0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,2,1
0,0,0,2,0,1,0,1,4,5,0,15,1,0,0,3,0,0,0,2,4,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0
0,3,0,0,1,0,0,1,0,0,0,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
3,0,0,0,0,4,1,1,1,5,0,9,0,0,0,2,1,0,0,0,2,0,0,1,0,11,2,2,0,0
0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2,0,0,1,0,0,0,0,0,32,0,8,2,1,0,11,1,2,0,2,3,7,2,0,0,10,4,0,11,1
0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,4,0,1,3,3,0,0,2,0,0,9,15,6,2,0,0,0,2,1,1,0
1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,3
1,0,1,0,1,3,0,0,0,4,0,0,1,2,1,2,0,0,0,2,2,0,1,0,0,1,1,3,0,1
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1
2,0,1,0,1,22,1,3,0,4,0,13,0,0,0,3,0,0,2,6,7,0,0,1,0,0,1,2,1,0
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,4,0,1,7,17,1,7,2,0,0,1,0,0,0,3,6,0,2,0,0,1,7,1,0,1
4,1,5,1,0,3,0,0,0,14,0,4,0,0,0,3,1,0,0,3,6,0,2,0,0,3,1,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,4,0,3,0,0,0,0,1,1,0,2
0,0,0,1,0,0,0,0,2,1,0,16,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,1,1,0,0,0,0,6,0,2,1,0,0,1,18,0,8,0,0,1,0,1,0,0
0,0,0,0,1,0,0,0,2,2,0,1,3,0,0,0,0,0,0,2,11,0,0,0,0,0,0,2,0,0
1,1,3,0,1,1,0,0,6,1,1,7,1,1,0,0,1,1,1,8,4,3,1,1,0,2,2,1,0,2
3,0,3,0,1,0,0,2,2,18,0,5,3,0,1,0,0,0,1,3,1,0,4,0,0,2,0,0,0,0
1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,2,1,0,0,0,0,0,5,14,2,0,0,0,1,0,0,7,0,1,0,0,2,0,0,1,0
1,1,0,0,0,1,0,0,1,3,0,3,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,2
0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
4,1,0,0,2,0,0,0,0,4,0,6,1,2,0,3,2,1,0,4,5,0,1,0,0,2,0,0,0,0
0,0,1,1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1
0,0,0,1,2,2,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,3,0,0,2,0,2,0,0
0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0,1,0,1,2,1,0,3,6,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
6,0,0,0,1,4,0,2,5,3,0,6,2,3,0,1,0,0,3,8,22,2,6,0,0,2,5,11,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,4,0,1,2,10,0,3,6,0,0,0,2,0,1,3,1,1,9,1,0,1,0,2,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,13,0,0,6,7,1,1,3,0,0,1,1,0,3,0,0,0,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,2,0,0,1,1,0,22,11,0,0,0,0,0,1,4,5,0,0,0,0,1,0,0,0,0
0,0,0,0,1,4,0,0,1,2,0,7,0,0,0,1,0,0,1,11,1,0,0,0,0,0,0,1,2,0
0,0,0,0,0,1,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,0,0,5,0,3,0,0,0,5,13,0,0,0,0,0,0,2,3,1,0,0,0,0,2,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2,0,3,0,0,6,0,0,1,0,0,8,3,0,0,2,0,1,0,3,7,1,0,0,0,3,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,1,0,0,0,2,0,5,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0
0,0,0,0,0,7,0,0,1,1,0,3,28,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,2,2
0,0,0,0,0,5,0,1,2,1,0,7,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,3,0,16,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0
1,0,1,0,0,0,0,0,1,2,0,2,7,0,0,0,0,0,1,2,1,2,0,0,0,1,0,0,0,0
3,7,1,0,2,0,0,1,4,3,0,0,1,0,1,0,0,0,0,4,2,1,0,0,0,0,2,0,0,0
3,0,0,1,0,3,0,0,0,4,0,2,1,0,0,2,0,0,0,1,19,8,0,0,0,15,2,1,0,0
1,0,0,0,0,2,0,0,0,2,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,5,0,18,0,1,0,7,0,10,0,1,1,4,0,0,0,0,9,0,0,0,0,8,1,6,0,1
1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,1
0,0,0,0,1,0,3,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
5,0,1,1,0,2,0,0,2,14,0,3,2,2,0,1,4,1,0,0,14,4,2,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,6,0,4,2,0,0,2,2,0,0,2,0,0,1,0,0,1,1,1,0,0
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,6,1,2,0,0,0,0,1,0,0
1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,18,0,6,0,0,0,0,0,0,0
2,0,0,0,1,1,0,0,0,1,0,6,4,0,0,4,0,0,1,2,7,0,3,0,0,5,0,0,0,0
8,5,2,0,2,1,0,0,0,3,0,10,3,0,1,3,0,0,0,2,3,0,0,0,0,2,0,1,0,0
1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,5,1,0,1,0,0,2,1,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2,0,0,1,0,4,2,1,0,3,0,1,0,0,0,0,1,0,0,0,57,1,5,0,0,3,0,3,0,0
2,0,0,0,7,1,0,2,0,0,0,5,2,0,0,3,0,0,0,2,2,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,2,1,0,6,0,0,0,1,0,0,0,4,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1,0,4,0,3,2,1,0,0,1,0,1,2,11,0,3,0,0,0,0,1,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,8,4,0,0,1,0,0,0,6,0,2,0,0,0,0,0,0,0,0
2,0,0,0,0,2,0,0,0,0,1,0,1,3,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1
4,1,4,0,0,5,0,0,2,69,0,9,8,2,0,11,4,0,0,7,41,1,0,0,0,2,1,3,3,0
1,1,0,0,0,9,0,0,0,0,0,10,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2
3,0,1,0,0,0,0,2,0,3,0,2,5,14,0,3,6,0,0,4,17,1,13,1,0,1,1,5,0,0
0,0,0,0,0,2,0,0,1,0,0,5,1,1,0,1,1,0,2,2,1,1,0,0,0,7,1,1,3,0
1,0,1,0,0,0,0,0,1,12,0,0,3,1,0,0,0,0,0,3,6,1,0,0,0,6,1,2,0,0
0,0,1,0,0,7,0,0,0,1,1,0,0,0,0,1,0,0,0,2,3,0,0,0,0,4,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,2
3,3,3,0,1,4,0,0,3,2,0,4,3,0,0,9,2,0,0,3,3,1,0,0,0,0,0,1,0,0
0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,6,2,0,3,0,0,0,2,0,0,0
3,0,0,0,0,3,0,2,1,0,0,11,7,0,0,3,0,0,0,6,14,6,2,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,4,0,0,4,1,0,0,0,0,0,3,3,0,1,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,5,0,2,5,0,0,0,0,0,0,4,6,2,0,0,0,2,1,1,3,2
0,0,0,0,0,3,0,0,0,6,0,1,0,0,0,0,1,0,0,4,5,0,2,0,0,0,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,2,1,5,1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,1,0,0,0,0,0,3,0,3,21,1,0,0,0,0,0,0,15,1,0,0,0,3,0,1,0,2
1,0,1,0,0,3,0,1,2,4,0,9,17,2,0,3,0,0,0,5,12,0,0,0,0,1,2,0,0,1
2,1,3,0,0,5,0,0,0,6,0,8,3,0,0,0,1,0,0,0,1,0,2,0,0,1,2,6,0,0
0,0,0,0,0,1,0,1,0,3,0,0,0,4,1,0,0,0,0,0,8,0,8,0,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2
1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,0,0,2,2,0,0,0,0,0,0,3,0,0
2,0,1,1,0,1,0,0,0,0,0,2,2,1,0,1,0,0,0,1,9,1,1,0,0,0,0,4,1,1
0,0,2,0,0,9,0,0,1,0,0,3,1,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,1,0,0,0,1,0,3,3,1,0,0,1,3,0,1,2,2,0,0,0,0,2,1,0,0
2,0,0,0,0,0,0,0,5,1,0,2,1,0,0,0,0,0,0,9,0,0,0,0,0,5,1,0,4,13
0,2,1,0,0,0,0,0,2,16,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,1,0,10,22,0,0,3,0,3,0,1,2,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,2,0
0,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,1,0,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,1,0,2,0,0,0,1,1,1,0,0,0,0,11,0,12,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,1,0,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,0,2,0,0,0,0,0,1,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,1,0,1,0,26,0,1,0,0,0,1,1,0,1,27,6,3,1,1,1,0,2,0,0,0
6,5,4,1,0,6,0,3,4,9,1,15,3,0,0,7,0,2,1,4,2,2,4,1,0,3,1,0,0,4
1,2,0,1,2,0,0,1,0,1,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,4,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4,2,1,6,3,20,1,5,0,9,0,19,11,0,0,3,0,0,0,4,22,4,1,0,0,7,3,1,0,13
0,0,1,0,0,2,0,0,0,11,0,6,14,0,0,2,0,0,0,19,14,3,11,0,0,3,0,4,0,2
0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0
1,0,0,1,0,0,0,1,3,1,0,17,8,0,0,1,1,0,0,3,1,0,0,0,0,1,0,1,0,0
0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,3,2,0,2,0,0,1,0,2,0,0
0,0,0,0,4,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,4,0,2,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,2,0,0,1,0,0,0,1,0,7,3,0,0,0,0,2,0,3,4,0,1,0,0,2,0,0,0,0
0,0,1,0,1,7,0,4,0,0,0,17,16,6,1,0,0,0,0,0,7,0,4,0,0,0,0,1,0,0
4,2,1,0,0,1,1,3,0,13,0,4,1,0,0,5,0,0,0,6,10,4,3,0,0,3,1,2,0,0
1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,7,5,1,0,0,1,1,0,0,1
13,1,0,0,3,25,0,0,1,7,1,10,6,0,0,4,0,0,0,10,52,4,6,0,0,5,1,2,0,3
0,0,0,0,0,5,0,1,2,7,0,3,1,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
1,1,0,0,0,5,0,1,4,9,0,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3,0,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,2,15,4,2,0,6,0,0,0,20
0,0,0,0,1,3,0,0,0,1,0,2,4,4,0,0,0,0,0,0,8,0,6,0,0,0,1,1,0,0
0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,2,4,2,0,0,0,8,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,2,0,0,6,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0
